id	text	label
train_000283	nhìn chung chúng tôi cảm thấy hài lòng khi được đón tiếp và cung cấp phòng rất tốt. sạch sẽ, tiện nghi và thoáng mát cũng như thái độ phục vụ tận tìn đã để lại ấn tượng cho chúng tôi. trong suốt thời gian nghỉ ngơi tại đây.	1
train_000284	thái độ nhân viên khách sạn phục vụ khách hàng vui vẻ, nhiệt tình. vệ sinh phòng ốc sạch sẽ. trang thiết bị, cơ sở vật chất cần thiết đầy đủ. nhìn chung, chất lượng khách sạn này đang có tôi đánh giá ở mức tốt.	1
train_000285	tôi có chọn khách sạn biển diamond sea làm điểm dừng chân cho chuyến nghỉ dưỡng và sau khi ở đây tôi có một vài cảm nhận về khách sạn. phòng ốc được, nhân viên phục vụ nhiệt tình, giá cả được và vị trí thuận tiện cho việc đi lại.	1
train_000286	mặc dù thời điểm lưu trú lại khách sạn diamond sea không lâu lắm nhưng tôi thấy chất lượng khách sạn ok  không vấn đề gì cả. phòng ốc sạch sẽ, đồ đạc ngăn nắp. nhân viên thân thiện, hoà nhã với khách hàng.	1
train_000287	ks co nhieu uu diem: be boi o tang 20 rat thuan tien cho viec ngam toan bo canh bien my khe xinh dep, sky bar tang 21 cung rat dep va thuan tien ve dem khi ngam tp tu tren cao hay xem cau rong phun nuoc, phun lua. nhan vien rat ok, lich su, chuyen nghiep, tai quay le tan co ca may tinh va may in di kem, rat thuan tien neu khach can check in ve may bay. piano duoc nhac cong choi o sanh le tan tu 19h30 den 21h00 rat tuyet de thuong thuc. phong premier balcony ngam canh bien tuyet voi. danh gia ks duoc 9,5 diem o hang 4 sao.	1
train_000288	tôi rất ấn tượng với dịch vụ ở khách sạn diamond sea này, nếu có dịp quay lại đà nẵng tôi sẽ chọn ở đây. đồ ăn sáng ngon, hợp khẩu vị. dịch vụ tốt, nhân viên thân thiện và niềm nở. trong cách đón tiếp.	1
train_000289	tôi sẵn sàng đánh giá khách sạn diamond sea này số điểm tuyệt đối. bởi vì thời gian trải nghiệm dịch vụ ở đây không có điều gì khiến tôi chê trách cả. nhân viên phục vụ chuyên nghiệp. phòng nghỉ tốt, sang trọng.	1
train_000290	service tốt, bữa sáng ngon miệng, hồ bơi thoáng, phòng ốc cũng hiện đại và nhân viên lịch sự. tôi thấy chi phí bỏ ra là phù hợp. do đó tôi hài lòng.	1
train_000291	thiết kế của khách sạn diamond sea đẹp, nội thất trang trí hài hòa và có vẻ ấm cúng. nhưng theo tôi thì diện tích phòng vẫn còn hơi chất. về địa điểm thì tốt, đối diện bãi biển nên không gian thoáng. buffet sáng ok, hồ bơi sạch và đội ngũ nhân viên tương đối dễ thương. tôi hài lòng với dịch vụ.	1
train_000292	nếu xét theo tiêu chuẩn 4 sao thì tôi nghĩ dịch vụ của khách sạn diamond sea đạt yêu cầu. phong thái nhân viên lịch sự, hỗ trợ khách với thái độ vui vẻ, buffet sáng được đầu bếp chế biến ngon miệng, hồ bơi rộng và các tiện ích đi kèm khác đầy đủ. đặc biệt căn phòng của tôi khá thoáng, tầm nhìn tốt và trang thiết bị bên. trong hiện đại. tóm lại tôi hài lòng với sự lựa chọn của mình, chi phí bỏ ra là phù hợp.	1
train_000293	với tiêu chuẩn và dịch vụ khách sạn diamond sea như vậy tôi thấy cũng được. tiện nghi phòng ốc thiết thực, vệ sinh sạch sẽ. mọi người ở đây đều thể hiện sự thân thiện cũng như sự lịch sự với khách hàng.	1
train_000294	diamond sea là khách sạn tôi chọn để nghỉ lại khi đến đà nẵng chơi, cũng muốn thử các dịch vụ của tiêu chuẩn 4 sao và tôi thấy ở đây khá ổn. hồ bơi rộng và mát, nhà hàng nấu ăn ok, khu vực ăn uống cũng rộng rãi. căn phòng chỉn chu, trang hoàng đầy đủ nội thất cần thiết, nhìn khá đẹp. tôi cảm thấy hài lòng với số tiền đã chi trả.	1
train_000295	dịch vụ của khách sạn được diamond sea  tôi đánh giá khá cao, dịch vụ đúng chuẩn 4 sao, bữa sáng ngon, tiện ích đi kèm đầy đủ và nhân viên cũng có cung cách phục vụ lịch sự. tôi hài lòng với quyết định trên, mytour đã hỗ trợ tôi tốt.	1
train_000296	nói chung dịch vụ của khách sạn diamond sea như vậy là ổn rồi. không có vấn đề gì khiến tôi phải phàn nàn cả. căn phòng khách sạn sắp xếp tôi ở có không gian sạch sẽ. trong phòng trang bị tiện nghi đầy đủ.	1
train_000297	vừa qua, tôi có chuyến đi đến đà nẵng và khách sạn diamond sea là sự lựa chọn của tôi. phòng ốc khách sạn nhỏ ở không được thoải mái. nhưng vệ sinh và tiện nghi cũng đầy đủ. nhân viên vui vẻ và nhiệt tình. bữa sáng không được đa dạng và phong phú lắm.	1
train_000298	khách sạn diamond sea có thiết kế đẹp. phòng của tôi đúng tiêu chuẩn không khác hình ảnh trên website quảng cáo là mấy. nhân viên quét dọn kĩ lưỡng, thái độ phục vụ cũng tích cực. đối diện khách sạn là bãi biển nên dễ dàng đi chơi, không khí xung quanh thoáng mát. nói chung là tốt.	1
train_000299	diamond sea cũng là một khách sạn tốt, nhân viên làm việc nhanh và chính xác, cơ sở vật chất đạt yêu cầu, trang thiết bị đạt chuẩn. tiện ích đi kèm đầy đủ, hỗ trợ tốt nhu cầu giải trí và thư giãn của tôi. chi phí bỏ ra là tương đối hợp lý, khoảng thời gian lưu trú ở đây. tuy ngắn nhưng thoải mái.	1
train_000300	vừa rồi tôi có đặt đơn phòng tại khách sạn diamond sea dùm 1 người bạn. sau khi đi về bạn tôi không có phàn nàn gì cả. thật ra thì tôi cũng từng ở đây rồi. ngoài trừ việc phòng hơi bí thì không có vấn đề gì.	1
train_000301	dịch vụ phòng ốc ở khách sạn diamond sea có chất lượng khá tốt. với nội thất tiện nghi. trong phòng được trang bị đầy đủ và hiện đại. bể bơi sạch trong tôi cảm thấy thoải mái khi sử dụng và được phục vụ tận tình chu đáo. nhìn chung cảm thấy rất hài lòng và ấn tượng với dịch vụ này.	1
train_000302	diamond sea thực sự là một khách sạn tốt, nhân viên lịch sự tiếp đón ân cần và cơ sở vật chất cũng đẹp. dịch vụ giải trí, thư giản đầy đủ. bữa sáng phục vụ ok, món ăn phong phú. đặc biệt nhờ ở đối diện mặt biển nên không khí xung quanh khá mát mẻ, chúng tôi muốn đi chơi cũng thuận tiện nữa. nói chung là tôi hài lòng.	1
train_000303	diamond sea là một khách sạn đẹp, cơ sở hạ tầng tốt và đội ngũ nhân viên cũng dễ thương thân thiện với khách hàng. về vị trí thì quá tốt luôn, đối diện khách sạn là bãi biển mỹ khê, ở đây có thể đi tắm biển dễ dàng. tuy nhiên tôi có một góp ý nhỏ là giường ngủ bố trí còn nhỏ quá. nằm ngủ chưa được thoải mái lắm.	1
train_000304	khoảng thời gian lưu lại diamond sea, chúng tôi ai cũng hài lòng và vui vẻ cả. mọi thứ tại đây đều tốt. căn phòng tôi nhận đầy đủ tiện nghi, toilet sạch sẽ, chăn ga gối mền tươm tất. nhân viên phục vụ thân thiện, ứng xử với khách rất lịch sự. dịch vụ đi kèm đa dạng, đầu bếp nấu ăn rất ngon hợp khẩu vị với tôi.	1
train_000305	tôi chọn khách sạn diamond sea để nghỉ lại trong chuyến du lịch ngắn ngày tại đà nẵng vì vị trí ở đây đẹp, nằm hơi xa trung tâm thành phố. nhưng lại đối diện mặt biển. ban đêm khá yên tĩnh và thoáng mát, đi chơi cũng tiện. nhân viên khách sạn phục vụ nhiệt tình, cơ sở vật chất ok. tôi hài lòng với dịch vụ.	1
train_000306	theo cá nhân tôi thấy thì dịch vụ ở khách sạn diamond sea này cũng bình thường. không có gì quá nổi bật. nhưng cũng không có gì phàn nàn. phòng ốc thì cũng được vệ sinh sạch sẽ, đầy đủ tiện nghi. nhân viên làm việc vui vẻ, lịch sự, với giá cả như vậy thì tôi thấy khá ổn, tôi khá hài lòng khi nghỉ tại đây.	1
train_000307	chất lượng 4 sao nhìn chung cảm thấy xứng đáng với giá tiền bỏ ra. phòng ốc tôi nhận được trang bị đầy đủ tiện nghi và sạch sẽ khang trang. thức ăn sáng hợp khẩu vị và phục vụ chu đáo. hoàn toàn hài lòng với chất lượng dịch vụ thật tốt.	1
train_000308	khách sạn diamond sea có vị trí toạ lạc thuận tiện và dễ dàng cho việc đi lại mà không gian khách sạn lại thoáng mát, sạch sẽ nên. trong khoảng thời gian lưu trú lại đây tôi cảm thấy thoải mái và hài lòng.	1
train_000309	khách sạn diamond sea theo nhận xét của tôi là tốt. phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên khách sạn vui vẻ và nhiệt tình. tôi đánh giá cao về khách sạn này và sẽ quay lại đây khi có dịp đến đà nẵng lần sau.	1
train_000310	chất lượng dịch vụ của khách sạn diamond sea tốt, xứng đáng đạt được điểm tuyệt đối so với mức chi phí mà tôi đã bỏ ra. nhân viên lịch sự với du khách mà phòng ở lại sạch sẽ, tạo cảm giác thoải mái khi ở.	1
train_000311	nếu xét về tổng quan thì dịch vụ của khách sạn diamond sea cũng tương đối tốt. căn phòng tôi ở được nhân viên dọn dẹp vệ sinh sạch sẽ, tươm tất. vị trí khách sạn thuận tiện, dễ dàng đi lại, tham quan.	1
train_000312	về khách sạn thì tôi đánh giá là tốt. phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên vui vẻ và các bạn cũng rất nhanh nhẹn và nhiệt tình. vị trí khách sạn thì đối diện biển nên nếu từ phòng nhìn ra biển thì bị khuất. bởi bên kia đường là nhà hàng và khách sạn nên che mất một phần view hướng biển.	1
train_000313	trong chuyến đi vừa qua đến đà nẵng tôi đã chọn lựa dịch vụ của khách sạn diamond sea. tôi cảm thấy hài lòng. vì sự lựa chọn của mình. phòng ốc sạch sẽ, đầy đủ tiện nghi, vệ sinh tốt, nhân viên chuyên nghiệp các bạn làm việc rất tận tâm. chỉ góp ý thêm về chất lượng bánh. trong giỏ mà khách sạn bán. thì tôi thấy chất lượng không tốt lắm. nhưng  tôi vẫn đánh giá cao về dịch vụ mà diamond sea đem lại.	1
train_000314	trong chuyến đi đến đà nẵng vừa qua, tôi đã chọn dịch vụ của khách sạn diamond sea. đánh giá của tôi về khách sạn này là tốt. đúng tiêu chuẩn 4 sao, sang trọng và hiện đại. mọi thứ đều ổn và không có điểm nào đáng chê trách cả.	1
train_000315	khách sạn có vị trí gần biển và dịch vụ chất lượng tốt giá cả phù hợp. đội ngũ nhân viên chuyên nghiệp đã làm vừa lòng khách đến và đi. phòng ốc được trang bị đầy đủ tiện nghi để sử dụng thoải mái. hồ bơi sạch sẽ nữa, nhìn chung cảm thấy hài lòng về dịch vụ này.	1
train_000316	tôi cảm thấy hài lòng khi chọn dịch vụ tại đây. phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên khách sạn thân thiện và chu đáo. lần sau tôi sẽ quay lại đây khi có dịp.	1
train_000317	nhìn chung dịch vụ của khách sạn diamond sea cũng được. vì bữa sáng chỉ ở mức trung bình. nhưng bù lại thì khách sạn sạch sẽ  tiện nghi. cung cách đón tiếp khách hàng tốt. nhiệt tình và không kém sự vui vẻ.	1
train_000318	cung cách đón tiếp khách hàng thân thiện, lịch sự cộng với căn phòng tiện nghi, sạch sẽ và vị trí thuận tiện đi lại đủ làm tôi cảm thấy hài lòng. trong khoảng thời gian nghỉ ngơi lại khách sạn diamond sea.	1
train_000319	diamond sea là một. trong những khách sạn tốt tại đà nẵng theo nhận xét và đánh giá của tôi. phòng ốc nơi đây được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, nhân viên khách sạn thân thiện, nhiệt tình. tôi cảm thấy hài lòng và thoải mái khi ở diamond.	1
train_000320	diamond sea là 1 khách sạn 4 sao. nhưng việc nhân viên không gọi điện thoại cho tôi để hỏi về thời gian tôi đến check in là mấy giờ thì tôi thấy chưa được chu đáo lắm. ngoài bất tiện này ra thì mọi thứ còn lại đều tốt. không gian phòng rộng, mát mẻ. những thiết bị bài trí hiện đại và nội thất nhìn cũng khá sang trọng. lễ tân tiếp đón dễ thương, tác phong chuyên nghiệp. thực đơn đa dạng món, có nhiều sự lựa chọn. nói chung tôi cũng hài lòng về dịch vụ tại đây.	1
train_000321	căn phòng mà tôi ở tại khách sạn diamond sea thì hơi nhỏ. nhưng nhìn chung cũng sạch sẽ và có chất lượng khá ok. về bữa sáng ở khách sạn cũng ổn và tương đối hợp khẩu vị với tôi. tôi không có gì phàn nàn sau khi ở đây cả.	1
train_000322	vị trí đẹp, nhân viên nhiệt tình, nội thất mới tinh hiện đại. an sang cung kha ngon, se quay lai neu co dip khac.	1
train_000323	tôi cảm thấy hài lòng về khách sạn diamond sea ở đà nẵng. phòng ốc thiết kế đẹp, trang trọng và sạch sẽ, nhân viên khách sạn vui vẻ nhiệt tình, vấn đề vệ sinh tốt. không có vấn đề gì khiến tôi phiền lòng khi ở đây cả mà ngược lại rất thoải mái.	1
train_000324	tôi cảm thấy khách sạn diamond sea có vị trí thuận tiện và phòng ốc được thiết kế đẹp. khi tôi ở lại khách sạn thì có để hộ chiếu ở két sắt. trong phòng. khi tôi về thì quên nên đi được một lúc khi quay lại khách sạn hỏi nhân viên thì họ bảo không có. tôi thấy nhân viên làm việc chưa được kĩ lưỡng.	1
train_000325	vừa qua thì tôi có đặt phòng tại khách sạn diamond sea cho chuyến đi đến đà nẵng của mình và tôi thấy khách sạn có chất lượng khá ok. về mọi thứ thì tôi đều hài lòng và không có gì phàn nàn sau khi sử dụng dịch vụ tại đây cả.	1
train_000326	ks ve sinh sach se, vi tri thuan tien cho viec di lai, nhan vien nhiet tinh, chu dao, view dep, gia ca hop ly. thanks mytour.	1
train_000327	với giá cả rất hợp lý mà chất lượng và cách phục vụ rất tốt. tôi hoàn toàn hài lòng khi đến ở khách sạn diamon sea này. phòng ốc ấm cúng và thức ăn cũng khá hợp khẩu vị. tôi thật ấn tượng khi ở đây.	1
train_000328	phòng tôi ở thì không có view gì đẹp. mở cửa ra là thấy tường của nhà khác nên thấy cũng chưa ưng ý lắm. nhưng bù lại thì vệ sinh phòng ở khách sạn diamond sea này cũng khá sạch sẽ và đầy đủ tiện nghi. cách làm việc của nhân viên thì lịch sự, vui vẻ và nhiệt tình. ở đây gần biển nên đi lại thuận tiện, tôi khá hài lòng khi nghỉ tại đây, với giá cả như vậy thì tôi thấy cũng hợp lý, giá cả tương xứng với dịch vụ của khách sạn, cảm ơn mytour đã hỗ trợ tôi đặt phòng nhanh chóng và giá tốt.	1
train_000329	các dịch vụ ở khách sạn diamond sea đều đáp ứng được yêu cầu của tôi, từ dịch vụ phòng ốc, vệ sinh phòng sạch sẽ, các tiện nghi và chất lượng phòng đều ổn. nhân viên thì vui vẻ và nhiệt tình, tôi đánh giá cao dịch vụ ở khách sạn này, với giá cả như vậy thì tôi thấy là hợp lý, không gian xung quanh cũng khá đẹp. tôi hài lòng khi nghỉ tại đây.	1
train_000330	khách sạn diamond sea có dịch vụ tốt, hồ bơi rộng rãi vệ sinh sạch sẽ nước rất. trong xanh. nhân viên phục vụ dễ thương, chủ động xách hộ hành lý cũng như dọn dẹp phòng ngăn nắp. nhưng tôi thấy phòng ốc ở đây thiết kế khá bình thường. chưa đạt chuẩn lắm, nội thất không đẹp.	1
train_000331	vừa qua, tôi có nghỉ tại khách sạn diamond sea khi đến đà nẵng và tôi thấy khá hài lòng khi sử dụng dịch vụ ở đây, phòng ốc ở đây sạch sẽ, gọn gàng, ở cũng thoải mái. mọi thứ ở đây tương đối ổn. nhân viên phục vụ cũng tốt và tôi thấy giá cả như vậy là phù hợp, tương xứng với dịch vụ của khách sạn.	1
train_000332	vừa qua thì tôi có đặt phòng tại khách sạn diamond sea thông qua hệ thống của công ty mytour cho bạn của tôi. khi về tôi có nghe phản ánh lại là bạn tôi rất thích khi ở lại đây nên tôi cũng hài lòng về dịch vụ của mytour và khách sạn cung cấp.	1
train_000333	khách sạn sạch đẹp, gần biển có góc nhìn bao quát. nhân viên thân thiện  dịch vụ tại khách sạn tiện ích.	1
train_000334	vừa qua, tôi có đặt phòng ở khách sạn diamond sea qua hệ thống của mytour và tôi thấy khá hài lòng khi sử dụng dịch vụ ở đây. mọi thứ đều ổn, không có ý kiến và không có phàn nàn gì cả. với giá cả như vậy là tôi thấy hợp lý, phòng ốc ở tốt, tiện nghi có đầy đủ, nhân viên thì lịch sự và vui vẻ, tôi đánh giá khách sạn được điểm 10.	1
train_000335	nằm trên con đường mang tên đại tướng võ nguyên giáp, khách sạn có hướng nhìn ra biển rất đẹp và không gian cũng thoáng mát. nhân viên rất tận tình, phục vụ khá chu đáo với khách hàng. mặt khác, tại đây khá gần các khu nhà hàng ăn uống, chỉ cần đi bộ vài phút thôi mà đã có rất nhiều nhà hàng với đủ loại món ăn để tôi lựa chọn. không những vậy. phòng ốc ở đây cũng rất mới, nội thất trang trí thì đẹp. nếu có lần sau tôi sẽ quay lại.	1
train_000336	nhìn chung , thì tôi thấy dịch vụ ở đây khá tốt. không có gì để phàn nàn cả. nhân viên thì cũng lịch sự, vui vẻ và niềm nở với khách. phòng ốc ở đây thì cũng sạch sẽ và đầy đủ tiện nghi. ở vị trí này cũng rất đẹp, gần ngay biển nên cảnh quang xung quanh thoáng mát, đi lại cũng rất thuận tiện, giá cả như vậy thì tôi hấy cũng rất hợp lý, tôi cảm thấy khá hài lòng khi nghỉ tại đây.	1
train_000337	khách sạn diamond sea có vị trí đẹp gần biển, phòng ốc rộng rãi và được trang bị nội thất hiện đại sử dụng rất thích. thái độ phục vụ cũng rất chuyên nghiệp đã đáp ứng tất cả mọi nhu cầu của chúng tôi. cảm thấy ấn tượng và hài lòng khi đã chọn dịch vụ này. sẽ quay trở lại nếu có dịp.	1
train_000338	vừa qua tôi đã sử dụng dịch vụ của khách sạn này và cảm thấy khá ok. tôi ở phòng deluxe. tuy không được to lắm. nhưng cũng đầy đủ tiện nghi  vệ sinh sạch sẽ  thoáng mát  nhân viên phục vụ chu đáo  nhiệt tình. tôi cảm thấy hài lòng khi ở đây.	1
train_000339	phòng ốc ở khách sạn rất sạch sẽ, thoải mái với đầy đủ các trang thiết bị tiện nghi. nhân viên thân thiện, nhiệt tình và chu đáo. thêm vào đó thì bữa ăn sáng ở đây khá là ngon. vị trí của khách sạn lại rất thuận tiện cho chuyến đi du lịch của tôi.	1
train_000340	khách sạn dimond sea có chất lượng và dịch vụ tốt, nhân viên chu đáo, nhiệt tình, phòng ốc rộng rãi, thoáng mát, sạch sẽ, tiện nghi cũng khá đầy đủ, phù hợp với nhu cầu sử dụng của khách hàng. ngoài ra  tôi cũng có sử dụng bữa ăn sáng ở đây thì thấy cũng ok  hồ bơi sạch sẽ. nhưng giá như có thể rộng hơn nữa thì hay hơn. tôi có chuyến đi vui và khá hài lòng về nơi đây, có cơ hội tôi sẽ quay lại lần nữa.	1
train_000341	tôi cảm thấy hài lòng khi ở lại khách sạn diamond sea. diên tích phòng ở rộng rãi, trang trí hài hoà, thiết kế hiện đại, view hướng biển rất đẹp và thoáng mát. tiện nghi đầy đủ phù hợp nhu cầu sử dụng.	1
train_000342	khách sạn diamond sea có vị trí gần biển nên đi lại thuận lợi. nhân viên chu đáo, nhiệt tình. phòng ốc sạch sẽ, đầy đủ tiện nghi. tôi thấy dịch vụ ở khách sạn này tốt. tương xứng với giá cả. tôi hài lòng khi lựa chọn khách sạn này là nơi nghỉ ngơi khi đi du lịch đà nẵng.	1
train_000343	tôi ở diamond sea và thấy ấn tượng về phong cách phục vụ của nhân viên, chuyên nghiệp và lịch sự. phòng thì thoáng và rộng, ở cảm thấy thoải mái. không có điều gì phàn nàn về khách sạn cả. dịch vụ xứng đáng với giá tiền mà tôi đã bỏ ra.	1
train_000344	khách sạn còn khá mới nên nhân viên còn thiếu kinh nghiệm. nhưng bù lại được cái nhiệt tình. diện tích phòng rộng, gòn gàng, sạch sẽ, dễ chịu khi ở. vị trí gần trung tâm thuận tiện đi lại. tôi thấy hài lòng khi ở lại khách sạn này.	1
train_000345	nhìn chung kỳ này này của gia đình chúng tôi thành công và thật vui vẻ với dịch vụ khách diamond sea đã đáp ứng đầy đủ nhu cầu của chúng tôi. thức ăn sáng ở đây cũng khá tuyệt. tiện nghi được trang bị đầy đủ không thiếu món gì cả. vệ sinh sạch sẽ thoáng mát bên cạnh đội ngũ phục vụ nhiệt tình vui vẻ thì tôi thấy diamond sea xứng đáng là khách sạn 4 sao. cám ơn mytour đã cung cấp dịch vụ này đến chúng tôi.	1
train_000346	khách sạn có cái bể bơi hơi bé. phòng thì cũng không được rộng rãi lắm. nhưng được cái sạch sẽ  gọn gàng và đầy đủ các vật dụng và thiết bị cần thiết. nhân viên ở đây có thái độ nhẹ nhàng, vui vẻ và hướng dẫn khách hàng rất nhiệt tình. bửa ăn sáng tại khách sạn cũng ngon.	1
train_000347	tôi ở khách sạn diamond sea thấy rất thích. phòng rất đẹp, an ninh và sạch sẽ. nhưng tiếc cái là tôi đặt có 1 ngày  định ở lại thêm 2 3 đêm nửa nhưng khách sạn hết phòng và tôi phải chuyển khách sạn khác. nói chung rất tuyệt vời.	1
train_000348	phải nói khách sạn diamond sea được thiết kế khá đẹp. khách sạn ở trên cao nên có thể ngắm được toàn cảnh thành phố đà nẵng, đẹp nhất là về đêm. dịch vụ của khách sạn khá hay. phòng ở rộng rãi , thoải mái.	1
train_000349	tôi cảm thấy rất hài lòng về khách sạn này. phòng được vệ sinh tốt, thiết kế sang trọng mà trang nhã. đồ đạc tiện nghi khá đầy đủ. vị trí khách sạn rất thuận lợi cho tôi đi công tác ở. trong thành phố.	1
train_000350	so với số tiền đã bỏ ra thì theo tôi cảm nhận chất lượng tại khách sạn gold đà nẵng đáp ứng đầy đủ và khá tốt. mọi dịch vụ đều rất ổn từ đội ngũ nhân viên thân thiện, nhiệt tình, phòng ốc sạch sẽ, tiện nghi đi kèm tốt cũng như vị trí thuận tiện và giá cả hợp lý. nhìn chung thì tôi hài lòng về nơi này.	1
train_000351	khách sạn gold đà nẵng có vị trí hơi xa biển. chất lượng phòng ở được giữ gìn vệ sinh sạch sẽ. trang thiết bị, nội thất cần thiết đầy đủ. khâu vệ sinh được chú ý sạch sẽ. nhân viên phục vụ khách hàng khá tốt.	1
train_000352	ngoại trừ hơi ồn ra thì những mặt khác khách sạn cung cấp tốt. những bạn nhân viên phục vụ khách hàng vui vẻ, nhiệt tình. phòng ở được giữ gìn vệ sinh sạch sẽ. trang thiết bị, tiện nghi cần thiết được cung cấp đầy đủ.	1
train_000353	ưu điểm lớn nhất ở khách sạn gold đà nẵng này là sự nhiệt tình, hiếu khách của mọi người. bên cạnh đó, vệ sinh phòng sạch, không gian thông thoáng. cùng với bữa sáng tương đối ổn nên tôi thấy hài lòng.	1
train_000354	cảm nhận của tôi về chất lượng khách sạn gold đà nẵng là khá ổn. trong suốt thời gian nghỉ ngơi cùng người thân tại đây. mọi dịch vụ đáp ứng được nhu cầu của mọi người từ nhân viên phục vụ, vấn đề vệ sinh đến tiện nghi phòng ốc, giá cả cũng như vị trí tọa lạc. tôi không có ý kiến gì phàn nàn về nơi này.	1
train_000355	thông qua mytour tôi có đặt phòng tại khách sạn gold đà nẵng làm diểm dừng chân cho cả nhà. sau khi ở đây tôi rất hài lòng về mọi dịch vụ mà khách sạn cung cấp từ phòng ốc, nhân viên, vệ sinh tiện nghi đến giá cả, dịch vụ đi kèm khác cũng như vị trí và view xung quanh. nhìn chung mọi thứ đều tốt và tôi không phàn nàn gì về nơi này.	1
train_000356	khách sạn gold đà nẵng nằm ngay vị trí trung tâm nên thuận tiện cho việc đi lại của tôi. phòng ốc sạch sẽ, trang thiết bị cũng như cơ sở vật chất được trang bị đầy đủ tiện nghi. tôi sẽ trở lại đây nếu có dịp.	1
train_000357	vị trí khách sạn phù hợp với yêu cầu đi lại của tôi. chất lượng dịch vụ tốt khiến tôi hài lòng. nhân viên họ vui vẻ, nhiệt tình với khách hàng. trang thiết bị, nội thất cần thiết đầy đủ. khâu vệ sinh được chú ý sạch sẽ.	1
train_000358	chất lượng so với  chi phí đã bỏ ra thì tôi cũng hài lòng. những bạn nhân viên có thái độ phục vụ khách hàng khá tốt. cơ sở vật chất, trang thiết bị cơ bản đầy đủ. phòng ốc được chú ý giữ gìn vệ sinh sạch sẽ.	1
train_000359	phòng ốc được dọn dẹp vệ sinh sạch sẽ, tiện nghi đầy đủ, nhân viên phục vụ cũng nhiệt tình, thân thiện. nhìn chung, tôi đánh giá khách sạn gold đà nẵng có chất lượng tốt. tôi sẽ trở lại đây nếu có dịp.	1
train_000360	trong chuyến du lịch vừa qua tôi có đặt phòng tại khách sạn gold đà nẵng làm nơi dừng chân và sau khi ở đây tôi có vài nhận xét sau. nhìn chung mọi thứ tại đây đều tốt hết từ vị trí, nhân viên đến vệ sinh phòng ốc, giá cả cũng như các dịch vụ đi kèm. tôi không có gì để phàn nàn.	1
train_000361	lễ tân nhiệt tình, được in sớm khi có sẵn phòng trống. phục vụ chu đáo.	1
train_000362	phòng ốc tại khách sạn này sạch sẽ, khang trang, trang thiết bị đầy đủ tiện nghi, thái độ đón tiếp và phục vụ ân cần, chu đáo. cảm thấy rất hài lòng và ấn tượng về dịch vụ cũng như chuyến đi đà nẵng này.	1
train_000363	sau thời gian trải nghiệm dịch vụ về. tôi không nghe người quen của tôi chê trách gì về chất lượng.	1
train_000364	do phòng ốc đúng mong đợi, ở thoải mái, phòng đầy đủ tiện nghi hữu ích mà cũng sạch nữa.	1
train_000365	vừa qua, tôi có nghỉ tại khách sạn gold đà nẵng, ở đây thì nhân viên hỗ trợ cũng vui vẻ, nhiệt tình. về dịch vụ chung cơ bản là ổn. không có gì phàn nàn. vệ sinh sạch sẽ, gọn gàng, tiện nghi có đầy đủ, dịch vụ chung tương xứng với giá và đáp ứng được yêu cầu của khách , tôi hài lòng khi nghỉ tại đây.	1
train_000366	khách sạn nằm khu vực trung tâm, vệ sinh sạch sẽ, lễ tân lịch sự và nhiệt tinh. giá tốt.	1
train_000367	tuy thời gian nghỉ ngơi lại khách sạn gold đà nẵng không lâu lắm nhưng nhìn chung dịch vụ ok lắm. căn phòng được nhân viên dọn dẹp vệ sinh kỹ càng, đồ đạc ngăn nắp. thái độ phục vụ khách hàng lịch sự.	1
train_000368	dịch vụ khách sạn gold đà nẵng ok, phòng ốc sạch sẽ, tiện nghi thiết thực. thái độ phục vụ cũng không có gì phàn nàn. chỉ có 1 điểm trừ duy nhất là tôi ở đây mấy ngày. nhưng không có sự thay đổi món ăn sáng.	1
train_000369	theo cảm nhận khách quan của riêng cá nhân tôi sau khoảng thời gian trải nghiệm dịch vụ của khách sạn gold đà nẵng thì chất lượng dịch vụ của khách sạn tốt. địa thế toạ lạc thuận tiện. vì gần nhiều địa điểm ăn uống và cũng dễ dàng đi lại nữa. đồng thời, căn phòng tôi ở đáp ứng được các tiêu chí cần thiết về sự tiện nghi cũng như sự sạch sẽ. thái độ phục vụ khách hàng vui vẻ và không kém phần thân thiện.	1
train_000370	khách sạn gold đà nẵng sạch sẽ, địa điểm toạ lạc thuận tiện đi lại. thêm vào đó, nhân viên lịch sự khi tiếp đón du khách nên khi nghỉ ngơi lại đây tôi cảm thấy thoải mái và không có gì phàn nàn nữa cả.	1
train_000371	khách sạn ở vị trí trung tâm, phòng sạch đẹp. giá cả phải chăng. nhân viên mytour tư vấn rất nhiệt tình.	1
train_000372	khách sạn gold  đà nẵng tọa lạc tại vị trí tương đối trung tâm, chỉ cần đi xe hơn 5 phút đã ra đến cầu sông hàn cũng như các khu mua sắm và ăn uống. ngoài ra khách sạn cũng khá sạch sẽ, phòng nhìn sáng sủa, các thiết bị. trong phòng đều hoạt động tốt. nhân viên dễ thương, đón tiếp nhiệt tình.	1
train_000373	khách sạn tốt, view đẹp và gần sân bay.	1
